tarih,tahmin,uretim,Q5,Q25,Q75,Q95
01.03.2024 00:00,1442.42,1402.03,0.00,0.00,0.00,0.00
01.03.2024 00:10,1446.00,1415.29,0.00,0.00,0.00,0.00
01.03.2024 00:20,1449.59,1411.72,0.00,0.00,0.00,0.00
01.03.2024 00:30,1453.17,1421.61,0.00,0.00,0.00,0.00
01.03.2024 00:40,1456.75,1484.59,0.00,0.00,0.00,0.00
01.03.2024 00:50,1460.33,1516.25,0.00,0.00,0.00,0.00
01.03.2024 01:00,1463.92,1571.40,0.00,0.00,0.00,0.00
01.03.2024 01:10,1479.16,1563.59,0.00,0.00,0.00,0.00
01.03.2024 01:20,1494.40,1605.20,0.00,0.00,0.00,0.00
01.03.2024 01:30,1509.64,1633.38,0.00,0.00,0.00,0.00
01.03.2024 01:40,1524.88,1646.16,0.00,0.00,0.00,0.00
01.03.2024 01:50,1540.12,1658.11,0.00,0.00,0.00,0.00
01.03.2024 02:00,1555.36,1725.06,0.00,0.00,0.00,0.00
01.03.2024 02:10,1570.44,1773.12,0.00,0.00,0.00,0.00
01.03.2024 02:20,1585.52,1778.19,0.00,0.00,0.00,0.00
01.03.2024 02:30,1600.60,1746.65,0.00,0.00,0.00,0.00
01.03.2024 02:40,1615.68,1732.90,0.00,0.00,0.00,0.00
01.03.2024 02:50,1630.75,1744.53,0.00,0.00,0.00,0.00
01.03.2024 03:00,1645.83,1762.56,0.00,0.00,0.00,0.00
01.03.2024 03:10,1647.51,1761.52,0.00,0.00,0.00,0.00
01.03.2024 03:20,1649.19,1815.07,0.00,0.00,0.00,0.00
01.03.2024 03:30,1650.87,1813.55,0.00,0.00,0.00,0.00
01.03.2024 03:40,1652.55,1802.61,0.00,0.00,0.00,0.00
01.03.2024 03:50,1654.23,1782.59,0.00,0.00,0.00,0.00
01.03.2024 04:00,1655.91,1806.21,416.27,1149.92,2168.41,2902.06
01.03.2024 04:10,1653.53,1796.63,414.66,1148.30,2166.78,2900.42
01.03.2024 04:20,1651.15,1805.24,413.05,1146.68,2165.15,2898.78
01.03.2024 04:30,1648.78,1801.31,411.44,1145.06,2163.51,2897.13
01.03.2024 04:40,1646.40,1759.28,409.83,1143.44,2161.88,2895.49
01.03.2024 04:50,1644.02,1759.98,408.22,1141.82,2160.25,2893.85
01.03.2024 05:00,1641.65,1758.23,406.60,1140.20,2158.62,2892.21
01.03.2024 05:10,1649.85,1752.84,414.12,1147.74,2166.20,2899.82
01.03.2024 05:20,1658.05,1713.63,421.64,1155.29,2173.78,2907.42
01.03.2024 05:30,1666.26,1659.84,429.16,1162.83,2181.36,2915.03
01.03.2024 05:40,1674.46,1648.87,436.67,1170.37,2188.94,2922.64
01.03.2024 05:50,1682.66,1619.37,444.19,1177.92,2196.52,2930.25
01.03.2024 06:00,1690.87,1589.89,451.71,1185.46,2204.10,2937.85
01.03.2024 06:10,1679.92,1627.78,440.14,1173.86,2192.44,2926.16
01.03.2024 06:20,1668.97,1680.64,428.57,1162.25,2180.79,2914.46
01.03.2024 06:30,1658.02,1726.83,417.01,1150.65,2169.13,2902.77
01.03.2024 06:40,1647.08,1734.14,405.44,1139.04,2157.47,2891.07
01.03.2024 06:50,1636.13,1700.69,393.87,1127.43,2145.81,2879.38
01.03.2024 07:00,1625.18,1694.59,382.30,1115.83,2134.16,2867.68
01.03.2024 07:10,1626.10,1715.68,384.23,1117.95,2136.55,2870.27
01.03.2024 07:20,1627.02,1657.59,386.17,1120.08,2138.94,2872.85
01.03.2024 07:30,1627.94,1628.35,388.10,1122.20,2141.33,2875.43
01.03.2024 07:40,1628.86,1612.27,390.03,1124.32,2143.72,2878.01
01.03.2024 07:50,1629.78,1601.22,391.96,1126.45,2146.11,2880.59
01.03.2024 08:00,1630.70,1550.97,393.89,1128.57,2148.49,2883.17
01.03.2024 08:10,1629.54,1532.68,390.15,1125.67,2146.77,2882.30
01.03.2024 08:20,1628.37,1530.78,386.40,1122.77,2145.05,2881.43
01.03.2024 08:30,1627.20,1596.16,382.65,1119.88,2143.33,2880.56
01.03.2024 08:40,1626.03,1643.53,378.91,1116.98,2141.61,2879.69
01.03.2024 08:50,1624.87,1702.79,375.16,1114.08,2139.89,2878.82
01.03.2024 09:00,1623.70,1711.62,371.41,1111.18,2138.17,2877.94
01.03.2024 09:10,1625.51,1708.43,373.16,1113.60,2141.52,2881.96
01.03.2024 09:20,1627.33,1734.53,374.91,1116.02,2144.86,2885.97
01.03.2024 09:30,1629.14,1738.89,376.67,1118.44,2148.21,2889.98
01.03.2024 09:40,1630.96,1750.25,378.42,1120.85,2151.55,2893.99
01.03.2024 09:50,1632.77,1749.17,380.17,1123.27,2154.90,2898.00
01.03.2024 10:00,1634.59,1732.40,381.92,1125.69,2158.24,2902.01
01.03.2024 10:10,1676.57,1719.55,420.78,1166.17,2200.96,2946.34
01.03.2024 10:20,1718.56,1705.50,459.64,1206.64,2243.67,2990.67
01.03.2024 10:30,1760.54,1707.25,498.50,1247.12,2286.38,3035.00
01.03.2024 10:40,1802.53,1747.15,537.37,1287.59,2329.10,3079.33
01.03.2024 10:50,1844.52,1778.02,576.23,1328.07,2371.81,3123.65
01.03.2024 11:00,1886.50,1767.11,615.09,1368.54,2414.53,3167.98
01.03.2024 11:10,1929.89,1757.52,655.73,1410.68,2458.76,3213.71
01.03.2024 11:20,1973.27,1778.71,696.37,1452.83,2502.98,3259.44
01.03.2024 11:30,2016.66,1761.17,737.01,1494.97,2547.21,3305.17
01.03.2024 11:40,2060.04,1750.71,777.65,1537.11,2591.44,3350.89
01.03.2024 11:50,2103.42,1738.29,818.29,1579.25,2635.66,3396.62
01.03.2024 12:00,2146.81,1747.38,858.93,1621.39,2679.89,3442.35
01.03.2024 12:10,2149.06,1732.87,860.45,1623.34,2682.43,3445.32
01.03.2024 12:20,2151.30,1741.45,861.98,1625.29,2684.97,3448.28
01.03.2024 12:30,2153.55,1766.73,863.50,1627.24,2687.51,3451.25
01.03.2024 12:40,2155.80,1789.83,865.03,1629.19,2690.05,3454.22
01.03.2024 12:50,2158.05,1752.32,866.55,1631.14,2692.59,3457.18
01.03.2024 13:00,2160.29,1748.90,868.08,1633.09,2695.13,3460.15
01.03.2024 13:10,2161.33,1716.18,865.93,1632.43,2696.53,3463.03
01.03.2024 13:20,2162.37,1666.61,863.78,1631.77,2697.93,3465.91
01.03.2024 13:30,2163.40,1668.26,861.64,1631.10,2699.33,3468.79
01.03.2024 13:40,2164.44,1675.63,859.49,1630.44,2700.72,3471.67
01.03.2024 13:50,2165.47,1655.17,857.34,1629.78,2702.12,3474.56
01.03.2024 14:00,2166.51,1656.85,855.20,1629.12,2703.52,3477.44
01.03.2024 14:10,2166.24,1662.85,856.27,1630.00,2704.13,3477.86
01.03.2024 14:20,2165.97,1614.30,857.34,1630.88,2704.75,3478.29
01.03.2024 14:30,2165.70,1583.57,858.42,1631.76,2705.36,3478.71
01.03.2024 14:40,2165.43,1557.77,859.49,1632.64,2705.98,3479.13
01.03.2024 14:50,2165.16,1543.74,860.56,1633.52,2706.59,3479.56
01.03.2024 15:00,2164.89,1486.73,861.63,1634.40,2707.21,3479.98
01.03.2024 15:10,2162.31,1463.50,859.21,1630.90,2702.21,3473.91
01.03.2024 15:20,2159.73,1437.86,856.78,1627.40,2697.22,3467.84
01.03.2024 15:30,2157.15,1389.10,854.35,1623.90,2692.22,3461.77
01.03.2024 15:40,2154.57,1364.46,851.92,1620.39,2687.23,3455.70
01.03.2024 15:50,2151.99,1368.64,849.50,1616.89,2682.23,3449.62
01.03.2024 16:00,2149.41,1382.46,847.07,1613.39,2677.24,3443.55
01.03.2024 16:10,2175.45,1404.65,871.49,1638.47,2703.24,3470.23
01.03.2024 16:20,2201.50,1402.17,895.90,1663.55,2729.25,3496.91
01.03.2024 16:30,2227.54,1396.33,920.31,1688.63,2755.26,3523.58
01.03.2024 16:40,2253.58,1402.19,944.73,1713.72,2781.27,3550.26
01.03.2024 16:50,2279.63,1438.56,969.14,1738.80,2807.28,3576.93
01.03.2024 17:00,2305.67,1447.62,993.56,1763.88,2833.29,3603.61
01.03.2024 17:10,2321.81,1446.92,1013.24,1782.67,2850.84,3620.27
01.03.2024 17:20,2337.95,1439.86,1032.92,1801.46,2868.39,3636.93
01.03.2024 17:30,2354.10,1440.54,1052.60,1820.24,2885.94,3653.59
01.03.2024 17:40,2370.24,1420.41,1072.28,1839.03,2903.49,3670.24
01.03.2024 17:50,2386.38,1410.66,1091.96,1857.82,2921.04,3686.90
01.03.2024 18:00,2402.52,1456.51,1111.64,1876.61,2938.59,3703.56
01.03.2024 18:10,2447.93,1491.38,1158.07,1922.52,2983.79,3748.24
01.03.2024 18:20,2493.33,1502.83,1204.50,1968.44,3028.98,3792.92
01.03.2024 18:30,2538.74,1524.49,1250.94,2014.35,3074.18,3837.59
01.03.2024 18:40,2584.14,1535.35,1297.37,2060.27,3119.37,3882.27
01.03.2024 18:50,2629.55,1526.18,1343.80,2106.18,3164.57,3926.95
01.03.2024 19:00,2674.96,1534.94,1390.24,2152.10,3209.76,3971.63
01.03.2024 19:10,2692.88,1559.15,1408.20,2170.93,3229.79,3992.52
01.03.2024 19:20,2710.81,1619.48,1426.16,2189.76,3249.83,4013.42
01.03.2024 19:30,2728.74,1641.44,1444.12,2208.58,3269.86,4034.32
01.03.2024 19:40,2746.66,1660.33,1462.08,2227.41,3289.89,4055.22
01.03.2024 19:50,2764.59,1678.30,1480.04,2246.24,3309.92,4076.12
01.03.2024 20:00,2782.52,1720.70,1498.00,2265.07,3329.95,4097.01
01.03.2024 20:10,2820.97,1718.44,1535.69,2302.88,3367.94,4135.12
01.03.2024 20:20,2859.42,1724.03,1573.37,2340.69,3405.92,4173.24
01.03.2024 20:30,2897.87,1712.46,1611.06,2378.50,3443.91,4211.35
01.03.2024 20:40,2936.32,1725.04,1648.74,2416.31,3481.89,4249.46
01.03.2024 20:50,2974.77,1719.80,1686.42,2454.12,3519.88,4287.57
01.03.2024 21:00,3013.22,1745.08,1724.11,2491.93,3557.86,4325.68
01.03.2024 21:10,2991.46,1730.51,1702.97,2470.49,3536.01,4303.54
01.03.2024 21:20,2969.70,1717.01,1681.83,2449.06,3514.16,4281.39
01.03.2024 21:30,2947.94,1714.69,1660.69,2427.62,3492.31,4259.24
01.03.2024 21:40,2926.18,1708.07,1639.56,2406.18,3470.46,4237.09
01.03.2024 21:50,2904.42,1726.96,1618.42,2384.75,3448.62,4214.95
01.03.2024 22:00,2882.66,1740.67,1597.28,2363.31,3426.77,4192.80
01.03.2024 22:10,2899.33,1757.70,1613.39,2379.24,3442.44,4208.30
01.03.2024 22:20,2916.00,1764.56,1629.49,2395.17,3458.12,4223.80
01.03.2024 22:30,2932.66,1734.52,1645.60,2411.10,3473.80,4239.30
01.03.2024 22:40,2949.33,1741.15,1661.71,2427.02,3489.48,4254.79
01.03.2024 22:50,2966.00,1756.76,1677.81,2442.95,3505.16,4270.29
01.03.2024 23:00,2982.66,1853.19,1693.92,2458.88,3520.84,4285.79
01.03.2024 23:10,3014.55,1877.25,1713.21,2478.93,3541.94,4307.65
01.03.2024 23:20,3046.43,1884.98,1732.50,2498.97,3563.03,4329.51
01.03.2024 23:30,3078.32,1865.45,1751.80,2519.02,3584.13,4351.36
01.03.2024 23:40,3110.20,1874.34,1771.09,2539.07,3605.23,4373.22
01.03.2024 23:50,3142.09,1838.71,1790.38,2559.12,3626.33,4395.07
02.03.2024 00:00,3173.97,1841.66,1809.67,2579.17,3647.43,4416.93
02.03.2024 00:10,3177.57,1881.62,1799.50,2568.87,3636.96,4406.32
02.03.2024 00:20,3181.17,1921.54,1789.33,2558.57,3626.48,4395.72
02.03.2024 00:30,3184.77,1935.98,1779.15,2548.27,3616.00,4385.11
02.03.2024 00:40,3188.38,1940.94,1768.98,2537.97,3605.52,4374.50
02.03.2024 00:50,3191.98,1932.62,1758.81,2527.67,3595.04,4363.90
02.03.2024 01:00,3195.58,1928.04,1748.63,2517.36,3584.56,4353.29
02.03.2024 01:10,3224.49,1915.98,1784.25,2555.14,3625.34,4396.23
02.03.2024 01:20,3253.39,1989.93,1819.86,2592.91,3666.11,4439.16
02.03.2024 01:30,3282.30,1966.65,1855.47,2630.69,3706.88,4482.10
02.03.2024 01:40,3311.21,2037.03,1891.09,2668.46,3747.66,4525.03
02.03.2024 01:50,3340.12,2126.17,1926.70,2706.23,3788.43,4567.97
02.03.2024 02:00,3369.02,2218.16,1962.31,2744.01,3829.21,4610.90
02.03.2024 02:10,3373.40,2296.84,1954.62,2736.66,3822.33,4604.37
02.03.2024 02:20,3377.78,2355.69,1946.93,2729.31,3815.46,4597.84
02.03.2024 02:30,3382.16,2430.20,1939.24,2721.96,3808.58,4591.31
02.03.2024 02:40,3386.54,2431.24,1931.55,2714.61,3801.71,4584.77
02.03.2024 02:50,3390.92,2485.50,1923.86,2707.27,3794.83,4578.24
02.03.2024 03:00,3395.30,2548.77,1916.17,2699.92,3787.96,4571.71
02.03.2024 03:10,3367.58,2519.05,1927.09,2703.50,3781.35,4557.75
02.03.2024 03:20,3339.86,2462.59,1938.01,2707.07,3774.73,4543.79
02.03.2024 03:30,3312.14,2328.45,1948.93,2710.65,3768.12,4529.84
02.03.2024 03:40,3284.42,2252.90,1959.85,2714.23,3761.50,4515.88
02.03.2024 03:50,3256.70,2281.43,1970.77,2717.81,3754.89,4501.93
02.03.2024 04:00,3228.98,2368.78,1981.69,2721.39,3748.28,4487.97
02.03.2024 04:10,3216.92,2431.69,1972.26,2711.05,3736.66,4475.44
02.03.2024 04:20,3204.85,2369.33,1962.84,2700.70,3725.05,4462.92
02.03.2024 04:30,3192.78,2400.50,1953.41,2690.36,3713.44,4450.39
02.03.2024 04:40,3180.72,2367.59,1943.98,2680.01,3701.82,4437.86
02.03.2024 04:50,3168.65,2324.43,1934.55,2669.67,3690.21,4425.33
02.03.2024 05:00,3156.58,2310.55,1925.12,2659.33,3678.60,4412.81
02.03.2024 05:10,3133.35,2268.20,1901.90,2635.71,3654.43,4388.25
02.03.2024 05:20,3110.11,2255.42,1878.69,2612.10,3630.27,4363.69
02.03.2024 05:30,3086.87,2298.50,1855.48,2588.49,3606.11,4339.13
02.03.2024 05:40,3063.63,2347.91,1832.26,2564.88,3581.95,4314.57
02.03.2024 05:50,3040.39,2376.57,1809.05,2541.27,3557.78,4290.01
02.03.2024 06:00,3017.16,2390.24,1785.83,2517.66,3533.62,4265.45
02.03.2024 06:10,2969.59,2432.33,1740.93,2472.76,3488.72,4220.55
02.03.2024 06:20,2922.03,2484.64,1696.03,2427.85,3443.82,4175.65
02.03.2024 06:30,2874.47,2534.33,1651.12,2382.95,3398.92,4130.75
02.03.2024 06:40,2826.91,2547.61,1606.22,2338.05,3354.02,4085.85
02.03.2024 06:50,2779.35,2497.17,1561.32,2293.15,3309.12,4040.95
02.03.2024 07:00,2731.78,2392.53,1516.41,2248.25,3264.22,3996.05
02.03.2024 07:10,2729.89,2321.71,1513.19,2244.52,3259.81,3991.14
02.03.2024 07:20,2728.00,2276.00,1509.97,2240.80,3255.39,3986.23
02.03.2024 07:30,2726.11,2164.35,1506.74,2237.08,3250.98,3981.32
02.03.2024 07:40,2724.21,2067.92,1503.52,2233.36,3246.57,3976.41
02.03.2024 07:50,2722.32,2004.95,1500.29,2229.64,3242.16,3971.50
02.03.2024 08:00,2720.43,2003.21,1497.07,2225.91,3237.74,3966.59
02.03.2024 08:10,2725.63,1973.88,1501.41,2230.69,3243.12,3972.39
02.03.2024 08:20,2730.83,1905.91,1505.76,2235.47,3248.49,3978.19
02.03.2024 08:30,2736.03,1848.72,1510.11,2240.24,3253.86,3984.00
02.03.2024 08:40,2741.22,1803.89,1514.46,2245.02,3259.23,3989.80
02.03.2024 08:50,2746.42,1806.96,1518.80,2249.80,3264.61,3995.60
02.03.2024 09:00,2751.62,1787.94,1523.15,2254.57,3269.98,4001.40
02.03.2024 09:10,2711.07,1772.40,1480.22,2212.97,3230.21,3962.96
02.03.2024 09:20,2670.52,1792.95,1437.28,2171.36,3190.45,3924.53
02.03.2024 09:30,2629.97,1804.06,1394.34,2129.75,3150.69,3886.09
02.03.2024 09:40,2589.42,1792.47,1351.41,2088.14,3110.92,3847.65
02.03.2024 09:50,2548.87,1807.47,1308.47,2046.54,3071.16,3809.22
02.03.2024 10:00,2508.32,1856.82,1265.54,2004.93,3031.39,3770.78
02.03.2024 10:10,2499.89,1824.86,1255.54,1995.12,3021.86,3761.44
02.03.2024 10:20,2491.45,1784.81,1245.54,1985.32,3012.32,3752.10
02.03.2024 10:30,2483.01,1677.65,1235.54,1975.51,3002.79,3742.76
02.03.2024 10:40,2474.57,1638.43,1225.53,1965.70,2993.25,3733.42
02.03.2024 10:50,2466.13,1654.13,1215.53,1955.90,2983.72,3724.08
02.03.2024 11:00,2457.70,1679.37,1205.53,1946.09,2974.18,3714.74
02.03.2024 11:10,2474.37,1689.23,1222.48,1962.77,2990.49,3730.78
02.03.2024 11:20,2491.04,1681.48,1239.42,1979.44,3006.79,3746.82
02.03.2024 11:30,2507.72,1699.56,1256.36,1996.12,3023.10,3762.86
02.03.2024 11:40,2524.39,1721.24,1273.30,2012.80,3039.41,3778.90
02.03.2024 11:50,2541.07,1650.73,1290.25,2029.47,3055.71,3794.94
02.03.2024 12:00,2557.74,1660.03,1307.19,2046.15,3072.02,3810.98
02.03.2024 12:10,2562.91,1677.80,1312.48,2051.81,3078.20,3817.53
02.03.2024 12:20,2568.08,1696.37,1317.77,2057.47,3084.38,3824.09
02.03.2024 12:30,2573.24,1757.42,1323.06,2063.14,3090.56,3830.65
02.03.2024 12:40,2578.41,1748.45,1328.34,2068.80,3096.75,3837.20
02.03.2024 12:50,2583.58,1681.70,1333.63,2074.46,3102.93,3843.76
02.03.2024 13:00,2588.74,1675.64,1338.92,2080.13,3109.11,3850.32
02.03.2024 13:10,2562.74,1662.80,1314.82,2055.31,3083.31,3823.80
02.03.2024 13:20,2536.74,1671.37,1290.71,2030.49,3057.51,3797.29
02.03.2024 13:30,2510.73,1641.79,1266.61,2005.68,3031.70,3770.77
02.03.2024 13:40,2484.73,1661.73,1242.50,1980.86,3005.90,3744.26
02.03.2024 13:50,2458.72,1656.82,1218.40,1956.05,2980.10,3717.75
02.03.2024 14:00,2432.72,1671.94,1194.29,1931.23,2954.29,3691.23
02.03.2024 14:10,2434.31,1704.24,1194.80,1931.67,2954.64,3691.52
02.03.2024 14:20,2435.90,1698.88,1195.30,1932.11,2954.99,3691.80
02.03.2024 14:30,2437.49,1718.36,1195.81,1932.55,2955.34,3692.09
02.03.2024 14:40,2439.08,1757.41,1196.32,1933.00,2955.69,3692.37
02.03.2024 14:50,2440.67,1779.34,1196.82,1933.44,2956.05,3692.66
02.03.2024 15:00,2442.26,1733.18,1197.33,1933.88,2956.40,3692.94
02.03.2024 15:10,2473.96,1699.74,1225.80,1964.30,2989.54,3728.04
02.03.2024 15:20,2505.65,1665.92,1254.27,1994.73,3022.68,3763.14
02.03.2024 15:30,2537.34,1605.01,1282.74,2025.15,3055.82,3798.24
02.03.2024 15:40,2569.04,1550.59,1311.20,2055.58,3088.96,3833.34
02.03.2024 15:50,2600.73,1499.30,1339.67,2086.00,3122.11,3868.44
02.03.2024 16:00,2632.43,1479.70,1368.14,2116.43,3155.25,3903.54
02.03.2024 16:10,2599.10,1458.53,1333.99,2082.78,3122.30,3871.09
02.03.2024 16:20,2565.78,1455.56,1299.84,2049.14,3089.35,3838.65
02.03.2024 16:30,2532.46,1422.38,1265.69,2015.49,3056.41,3806.21
02.03.2024 16:40,2499.13,1367.98,1231.54,1981.85,3023.46,3773.76
02.03.2024 16:50,2465.81,1345.03,1197.39,1948.20,2990.51,3741.32
02.03.2024 17:00,2432.48,1323.62,1163.24,1914.55,2957.57,3708.88
02.03.2024 17:10,2361.19,1281.16,1096.33,1845.26,2884.97,3633.90
02.03.2024 17:20,2289.89,1258.18,1029.41,1775.96,2812.37,3558.93
02.03.2024 17:30,2218.59,1272.70,962.49,1706.67,2739.78,3483.96
02.03.2024 17:40,2147.29,1268.28,895.58,1637.37,2667.18,3408.98
02.03.2024 17:50,2076.00,1249.05,828.66,1568.08,2594.59,3334.01
02.03.2024 18:00,2004.70,1287.89,761.74,1498.79,2521.99,3259.03
02.03.2024 18:10,1962.79,1311.50,724.03,1459.08,2479.53,3214.58
02.03.2024 18:20,1920.89,1281.74,686.32,1419.38,2437.07,3170.13
02.03.2024 18:30,1878.98,1263.96,648.61,1379.68,2394.60,3125.68
02.03.2024 18:40,1837.08,1210.79,610.89,1339.98,2352.14,3081.23
02.03.2024 18:50,1795.17,1206.62,573.18,1300.28,2309.68,3036.78
02.03.2024 19:00,1753.26,1226.03,535.47,1260.58,2267.22,2992.33
02.03.2024 19:10,1731.36,1242.87,515.32,1240.40,2246.99,2972.07
02.03.2024 19:20,1709.46,1265.24,495.18,1220.22,2226.77,2951.81
02.03.2024 19:30,1687.56,1225.45,475.04,1200.05,2206.54,2931.55
02.03.2024 19:40,1665.66,1137.47,454.90,1179.87,2186.32,2911.29
02.03.2024 19:50,1643.76,1095.25,434.76,1159.69,2166.09,2891.03
02.03.2024 20:00,1621.85,1075.68,414.61,1139.51,2145.86,2870.77
02.03.2024 20:10,1599.54,1043.17,394.97,1118.61,2123.21,2846.85
02.03.2024 20:20,1577.23,1013.28,375.32,1097.70,2100.56,2822.94
02.03.2024 20:30,1554.91,975.76,355.67,1076.80,2077.91,2799.03
02.03.2024 20:40,1532.60,966.59,336.02,1055.89,2055.25,2775.12
