tarih,tahmin,uretim,Q5,Q25,Q75,Q95
04.03.2024 22:50,1377.44,1175.66,146.35,865.61,1886.97,2622.67
04.03.2024 23:00,1427.01,1229.35,175.62,913.24,1937.24,2674.85
04.03.2024 23:10,1454.15,1270.77,245.69,985.56,2012.68,2752.55
04.03.2024 23:20,1481.29,1275.30,315.75,1057.87,2088.13,2830.25
04.03.2024 23:30,1508.42,1298.16,385.82,1130.19,2163.58,2907.95
04.03.2024 23:40,1535.56,1322.65,455.88,1202.51,2239.02,2985.65
05.03.2024 00:00,1589.83,1366.55,0.00,0.00,0.00,0.00
05.03.2024 00:10,1644.62,1470.68,0.00,0.00,0.00,0.00
05.03.2024 00:20,1699.42,1522.07,0.00,0.00,0.00,0.00
05.03.2024 00:30,1754.21,1568.77,0.00,0.00,0.00,0.00
05.03.2024 00:40,1809.00,1614.08,0.00,0.00,0.00,0.00
05.03.2024 00:50,1863.79,1675.08,0.00,0.00,0.00,0.00
05.03.2024 01:00,1918.59,1742.76,0.00,0.00,0.00,0.00
05.03.2024 01:10,1995.06,1805.78,0.00,0.00,0.00,0.00
05.03.2024 01:20,2071.53,1865.77,0.00,0.00,0.00,0.00
05.03.2024 01:30,2148.01,1923.82,0.00,0.00,0.00,0.00
05.03.2024 01:40,2224.48,1956.79,0.00,0.00,0.00,0.00
05.03.2024 01:50,2300.95,1975.32,0.00,0.00,0.00,0.00
05.03.2024 02:00,2377.43,2044.35,0.00,0.00,0.00,0.00
05.03.2024 02:10,2410.90,2181.75,0.00,0.00,0.00,0.00
05.03.2024 02:20,2444.37,2288.49,0.00,0.00,0.00,0.00
05.03.2024 02:30,2477.85,2349.46,0.00,0.00,0.00,0.00
05.03.2024 02:40,2511.32,2403.18,0.00,0.00,0.00,0.00
05.03.2024 02:50,2544.80,2427.17,0.00,0.00,0.00,0.00
05.03.2024 03:00,2578.27,2487.55,0.00,0.00,0.00,0.00
05.03.2024 03:10,2621.08,2521.70,0.00,0.00,0.00,0.00
05.03.2024 03:20,2663.89,2595.21,0.00,0.00,0.00,0.00
05.03.2024 03:30,2706.71,2631.33,0.00,0.00,0.00,0.00
05.03.2024 03:40,2749.52,2685.71,0.00,0.00,0.00,0.00
05.03.2024 03:50,2792.33,2714.26,0.00,0.00,0.00,0.00
05.03.2024 04:00,2835.14,2712.49,1542.45,2306.33,3366.79,4130.67
05.03.2024 04:10,2866.14,2706.49,1574.43,2338.39,3398.96,4162.92
05.03.2024 04:20,2897.14,2712.77,1606.42,2370.45,3431.13,4195.17
05.03.2024 04:30,2928.14,2731.62,1638.40,2402.51,3463.30,4227.41
05.03.2024 04:40,2959.14,2858.78,1670.39,2434.58,3495.47,4259.66
05.03.2024 04:50,2990.14,2915.16,1702.37,2466.64,3527.64,4291.91
05.03.2024 05:00,3021.14,2939.08,1734.35,2498.70,3559.81,4324.15
05.03.2024 05:10,3065.69,2930.09,1774.07,2540.83,3605.30,4372.07
05.03.2024 05:20,3110.24,2973.34,1813.78,2582.96,3650.79,4419.98
05.03.2024 05:30,3154.79,2990.25,1853.49,2625.09,3696.29,4467.89
05.03.2024 05:40,3199.33,2994.48,1893.20,2667.23,3741.78,4515.81
05.03.2024 05:50,3243.88,3017.69,1932.91,2709.36,3787.27,4563.72
05.03.2024 06:00,3288.43,3042.39,1972.62,2751.49,3832.77,4611.64
05.03.2024 06:10,3322.51,3073.93,1997.68,2782.20,3871.30,4655.81
05.03.2024 06:20,3356.59,3126.17,2022.75,2812.90,3909.84,4699.99
05.03.2024 06:30,3390.67,3147.64,2047.81,2843.61,3948.37,4744.16
05.03.2024 06:40,3424.75,3140.08,2072.88,2874.31,3986.91,4788.34
05.03.2024 06:50,3458.84,3216.51,2097.94,2905.02,4025.44,4832.52
05.03.2024 07:00,3492.92,3290.60,2123.01,2935.72,4063.98,4876.69
05.03.2024 07:10,3535.49,3387.44,2168.70,2979.81,4105.83,4916.94
05.03.2024 07:20,3578.07,3401.73,2214.39,3023.89,4147.69,4957.19
05.03.2024 07:30,3620.64,3390.13,2260.08,3067.98,4189.55,4997.44
05.03.2024 07:40,3663.22,3388.00,2305.78,3112.07,4231.40,5037.69
05.03.2024 07:50,3705.79,3487.35,2351.47,3156.15,4273.26,5077.94
05.03.2024 08:00,3748.37,3471.01,2397.16,3200.24,4315.12,5118.19
05.03.2024 08:10,3758.84,3565.86,2410.29,3211.34,4323.42,5124.48
05.03.2024 08:20,3769.32,3500.23,2423.41,3222.45,4331.72,5130.76
05.03.2024 08:30,3779.80,3579.58,2436.54,3233.56,4340.02,5137.04
05.03.2024 08:40,3790.27,3690.21,2449.66,3244.66,4348.33,5143.33
05.03.2024 08:50,3800.75,3651.02,2462.79,3255.77,4356.63,5149.61
05.03.2024 09:00,3811.23,3631.41,2475.91,3266.87,4364.93,5155.90
05.03.2024 09:10,3827.19,3586.21,2488.38,3281.65,4382.91,5176.18
05.03.2024 09:20,3843.15,3527.63,2500.85,3296.43,4400.90,5196.47
05.03.2024 09:30,3859.11,3468.50,2513.32,3311.20,4418.88,5216.76
05.03.2024 09:40,3875.07,3515.37,2525.79,3325.98,4436.86,5237.05
05.03.2024 09:50,3891.03,3518.59,2538.26,3340.76,4454.84,5257.34
05.03.2024 10:00,3906.99,3425.02,2550.73,3355.53,4472.82,5277.63
05.03.2024 10:10,3919.36,3434.19,2562.92,3368.25,4486.25,5291.58
05.03.2024 10:20,3931.73,3412.96,2575.12,3380.96,4499.68,5305.52
05.03.2024 10:30,3944.09,3262.90,2587.32,3393.68,4513.11,5319.47
05.03.2024 10:40,3956.46,3245.87,2599.52,3406.39,4526.54,5333.42
05.03.2024 10:50,3968.83,3408.56,2611.72,3419.11,4539.98,5347.37
05.03.2024 11:00,3981.20,3476.79,2623.91,3431.82,4553.41,5361.31
05.03.2024 11:10,3967.58,3501.29,2605.73,3415.15,4538.84,5348.25
05.03.2024 11:20,3953.97,3424.16,2587.56,3398.49,4524.26,5335.19
05.03.2024 11:30,3940.35,3399.64,2569.38,3381.82,4509.69,5322.13
05.03.2024 11:40,3926.73,3423.92,2551.20,3365.15,4495.12,5309.07
05.03.2024 11:50,3913.12,3454.52,2533.02,3348.48,4480.55,5296.01
05.03.2024 12:00,3899.50,3372.06,2514.84,3331.81,4465.98,5282.95
05.03.2024 12:10,3901.42,3415.71,2523.12,3336.76,4466.29,5279.93
05.03.2024 12:20,3903.34,3514.56,2531.40,3341.70,4466.61,5276.91
05.03.2024 12:30,3905.26,3594.63,2539.67,3346.64,4466.92,5273.88
05.03.2024 12:40,3907.17,3468.37,2547.95,3351.58,4467.23,5270.86
05.03.2024 12:50,3909.09,3286.15,2556.23,3356.52,4467.54,5267.84
05.03.2024 13:00,3911.01,3310.30,2564.50,3361.47,4467.86,5264.82
05.03.2024 13:10,3900.74,3288.66,2558.60,3352.92,4455.64,5249.96
05.03.2024 13:20,3890.47,3251.64,2552.69,3344.37,4443.42,5235.10
05.03.2024 13:30,3880.21,3265.03,2546.78,3335.82,4431.20,5220.24
05.03.2024 13:40,3869.94,3288.57,2540.88,3327.27,4418.99,5205.38
05.03.2024 13:50,3859.67,3262.15,2534.97,3318.72,4406.77,5190.52
05.03.2024 14:00,3849.40,3195.05,2529.07,3310.17,4394.55,5175.66
05.03.2024 14:10,3849.10,3071.98,2532.37,3311.66,4393.52,5172.82
05.03.2024 14:20,3848.79,2972.31,2535.67,3313.15,4392.50,5169.98
05.03.2024 14:30,3848.48,2903.34,2538.98,3314.64,4391.47,5167.14
05.03.2024 14:40,3848.18,2877.56,2542.28,3316.14,4390.45,5164.30
05.03.2024 14:50,3847.87,2891.62,2545.58,3317.63,4389.42,5161.46
05.03.2024 15:00,3847.57,2885.27,2548.89,3319.12,4388.39,5158.62
05.03.2024 15:10,3798.46,2838.38,2501.25,3269.96,4337.12,5105.83
05.03.2024 15:20,3749.35,2732.08,2453.61,3220.80,4285.86,5053.05
05.03.2024 15:30,3700.24,2693.13,2405.96,3171.64,4234.59,5000.26
05.03.2024 15:40,3651.13,2657.46,2358.32,3122.48,4183.32,4947.47
05.03.2024 15:50,3602.02,2597.59,2310.68,3073.32,4132.05,4894.69
05.03.2024 16:00,3552.91,2575.68,2263.04,3024.16,4080.78,4841.90
05.03.2024 16:10,3490.80,2526.55,2207.67,2965.68,4017.99,4776.01
05.03.2024 16:20,3428.69,2422.30,2152.29,2907.20,3955.20,4710.11
05.03.2024 16:30,3366.58,2377.88,2096.92,2848.72,3892.42,4644.22
05.03.2024 16:40,3304.46,2356.03,2041.55,2790.24,3829.63,4578.32
05.03.2024 16:50,3242.35,2381.90,1986.17,2731.76,3766.84,4512.43
05.03.2024 17:00,3180.24,2336.24,1930.80,2673.29,3704.05,4446.53
05.03.2024 17:10,3061.96,2251.80,1816.24,2555.91,3582.76,4322.43
05.03.2024 17:20,2943.68,2253.66,1701.67,2438.53,3461.48,4198.34
05.03.2024 17:30,2825.40,2229.85,1587.11,2321.15,3340.19,4074.24
05.03.2024 17:40,2707.12,2309.01,1472.54,2203.77,3218.91,3950.14
05.03.2024 17:50,2588.84,2362.65,1357.98,2086.40,3097.63,3826.04
05.03.2024 18:00,2470.56,2392.66,1243.41,1969.02,2976.34,3701.95
05.03.2024 18:10,2448.37,2388.42,1223.78,1948.45,2954.48,3679.14
05.03.2024 18:20,2426.17,2339.29,1204.14,1927.88,2932.61,3656.34
05.03.2024 18:30,2403.98,2332.09,1184.51,1907.31,2910.74,3633.54
05.03.2024 18:40,2381.78,2289.84,1164.87,1886.74,2888.88,3610.74
05.03.2024 18:50,2359.59,2278.67,1145.24,1866.17,2867.01,3587.94
05.03.2024 19:00,2337.39,2297.54,1125.60,1845.60,2845.14,3565.14
05.03.2024 19:10,2323.31,2287.46,1112.67,1832.15,2830.97,3550.45
05.03.2024 19:20,2309.22,2271.77,1099.74,1818.70,2816.80,3535.76
05.03.2024 19:30,2295.13,2266.33,1086.81,1805.25,2802.63,3521.06
05.03.2024 19:40,2281.05,2250.66,1073.88,1791.80,2788.45,3506.37
05.03.2024 19:50,2266.96,2238.95,1060.95,1778.35,2774.28,3491.68
05.03.2024 20:00,2252.88,2232.43,1048.02,1764.90,2760.11,3476.99
05.03.2024 20:10,2252.91,2227.05,1048.52,1765.71,2761.34,3478.53
05.03.2024 20:20,2252.94,2217.99,1049.03,1766.52,2762.57,3480.06
05.03.2024 20:30,2252.97,2188.98,1049.53,1767.32,2763.81,3481.60
05.03.2024 20:40,2253.00,2130.43,1050.04,1768.13,2765.04,3483.13
05.03.2024 20:50,2253.03,2087.77,1050.54,1768.94,2766.27,3484.67
05.03.2024 21:00,2253.06,2070.62,1051.05,1769.75,2767.50,3486.20
05.03.2024 21:10,2252.43,2096.89,1051.93,1771.48,2770.40,3489.95
05.03.2024 21:20,2251.81,2154.51,1052.81,1773.21,2773.30,3493.70
05.03.2024 21:30,2251.18,2116.37,1053.69,1774.93,2776.20,3497.45
05.03.2024 21:40,2250.56,2062.02,1054.57,1776.66,2779.11,3501.20
05.03.2024 21:50,2249.94,2003.87,1055.45,1778.38,2782.01,3504.94
05.03.2024 22:00,2249.31,1939.57,1056.33,1780.11,2784.91,3508.69
05.03.2024 22:10,2247.96,1908.78,1051.99,1776.45,2782.19,3506.64
05.03.2024 22:20,2246.60,1852.00,1047.66,1772.79,2779.46,3504.59
05.03.2024 22:30,2245.24,1813.69,1043.33,1769.13,2776.74,3502.54
05.03.2024 22:40,2243.89,1892.49,1039.00,1765.48,2774.02,3500.49
05.03.2024 22:50,2242.53,1928.42,1034.67,1761.82,2771.29,3498.44
05.03.2024 23:00,2241.18,1936.00,1030.33,1758.16,2768.57,3496.39
05.03.2024 23:10,2229.79,1921.59,1024.37,1751.54,2761.05,3488.23
05.03.2024 23:20,2218.40,1963.11,1018.41,1744.93,2753.53,3480.06
05.03.2024 23:30,2207.01,1950.53,1012.44,1738.32,2746.02,3471.89
05.03.2024 23:40,2195.62,1961.06,1006.48,1731.70,2738.50,3463.72
05.03.2024 23:50,2184.24,1982.26,1000.51,1725.09,2730.98,3455.56
06.03.2024 00:00,2172.85,1974.80,994.55,1718.47,2723.47,3447.39
06.03.2024 00:10,2157.94,1924.71,962.44,1686.27,2691.12,3414.94
06.03.2024 00:20,2143.03,1908.65,930.34,1654.06,2658.77,3382.49
06.03.2024 00:30,2128.12,1899.54,898.23,1621.85,2626.43,3350.05
06.03.2024 00:40,2113.21,1883.33,866.12,1589.64,2594.08,3317.60
06.03.2024 00:50,2098.30,1888.95,834.02,1557.44,2561.73,3285.15
06.03.2024 01:00,2083.40,1882.76,801.91,1525.23,2529.38,3252.70
06.03.2024 01:10,2064.19,1846.49,784.32,1507.27,2510.93,3233.88
06.03.2024 01:20,2044.99,1831.14,766.72,1489.32,2492.47,3215.06
06.03.2024 01:30,2025.79,1844.20,749.12,1471.36,2474.01,3196.24
06.03.2024 01:40,2006.59,1856.56,731.53,1453.40,2455.55,3177.42
06.03.2024 01:50,1987.39,1861.64,713.93,1435.44,2437.09,3158.60
06.03.2024 02:00,1968.19,1866.07,696.34,1417.49,2418.63,3139.78
06.03.2024 02:10,1944.57,1929.70,673.55,1394.95,2396.44,3117.84
06.03.2024 02:20,1920.96,1992.86,650.76,1372.41,2374.25,3095.90
06.03.2024 02:30,1897.35,1975.48,627.97,1349.88,2352.06,3073.96
06.03.2024 02:40,1873.74,1939.72,605.19,1327.34,2329.87,3052.03
06.03.2024 02:50,1850.12,1910.05,582.40,1304.80,2307.68,3030.09
06.03.2024 03:00,1826.51,1890.81,559.61,1282.26,2285.50,3008.15
06.03.2024 03:10,1810.93,1914.21,554.11,1276.56,2279.51,3001.96
06.03.2024 03:20,1795.34,1921.93,548.61,1270.86,2273.52,2995.77
06.03.2024 03:30,1779.75,1926.63,543.11,1265.15,2267.53,2989.58
06.03.2024 03:40,1764.17,1927.41,537.61,1259.45,2261.55,2983.39
06.03.2024 03:50,1748.58,1914.71,532.11,1253.74,2255.56,2977.20
06.03.2024 04:00,1733.00,1908.27,526.61,1248.04,2249.57,2971.01
06.03.2024 04:10,1742.94,1872.45,534.49,1255.60,2256.70,2977.82
06.03.2024 04:20,1752.89,1860.05,542.36,1263.17,2263.82,2984.63
06.03.2024 04:30,1762.83,1842.22,550.24,1270.73,2270.95,2991.44
06.03.2024 04:40,1772.78,1832.68,558.12,1278.29,2278.07,2998.25
06.03.2024 04:50,1782.72,1820.53,565.99,1285.85,2285.20,3005.06
06.03.2024 05:00,1792.67,1849.39,573.87,1293.41,2292.32,3011.86
06.03.2024 05:10,1783.53,1878.60,565.70,1285.10,2283.82,3003.22
06.03.2024 05:20,1774.39,1867.12,557.53,1276.79,2275.31,2994.57
06.03.2024 05:30,1765.25,1883.29,549.36,1268.48,2266.81,2985.93
06.03.2024 05:40,1756.12,1911.67,541.19,1260.17,2258.30,2977.28
06.03.2024 05:50,1746.98,1930.82,533.02,1251.86,2249.80,2968.64
06.03.2024 06:00,1737.84,1923.11,524.85,1243.55,2241.29,2959.99
06.03.2024 06:10,1732.32,1933.64,523.29,1241.09,2237.60,2955.40
06.03.2024 06:20,1726.81,1925.63,521.72,1238.64,2233.90,2950.81
06.03.2024 06:30,1721.29,1893.37,520.16,1236.18,2230.20,2946.22
06.03.2024 06:40,1715.78,1868.15,518.59,1233.72,2226.50,2941.63
06.03.2024 06:50,1710.26,1879.50,517.03,1231.26,2222.81,2937.04
06.03.2024 07:00,1704.74,1893.91,515.46,1228.80,2219.11,2932.45
06.03.2024 07:10,1700.87,1887.49,508.39,1220.87,2209.98,2922.47
06.03.2024 07:20,1697.00,1928.36,501.32,1212.94,2200.86,2912.48
06.03.2024 07:30,1693.13,1926.89,494.25,1205.01,2191.73,2902.49
06.03.2024 07:40,1689.25,1956.11,487.18,1197.08,2182.61,2892.51
06.03.2024 07:50,1685.38,2056.55,480.11,1189.15,2173.48,2882.52
06.03.2024 08:00,1681.51,2104.37,473.04,1181.22,2164.36,2872.54
06.03.2024 08:10,1679.77,2173.52,474.19,1182.50,2165.82,2874.13
06.03.2024 08:20,1678.04,2206.66,475.33,1183.78,2167.28,2875.72
06.03.2024 08:30,1676.30,2190.64,476.48,1185.05,2168.74,2877.32
06.03.2024 08:40,1674.57,2199.81,477.62,1186.33,2170.20,2878.91
06.03.2024 08:50,1672.83,2157.48,478.77,1187.61,2171.66,2880.50
06.03.2024 09:00,1671.10,2137.47,479.92,1188.89,2173.12,2882.10
06.03.2024 09:10,1698.04,2134.42,502.41,1212.40,2198.05,2908.05
06.03.2024 09:20,1724.98,2096.07,524.90,1235.91,2222.99,2934.00
06.03.2024 09:30,1751.92,2064.52,547.39,1259.43,2247.92,2959.95
06.03.2024 09:40,1778.86,2042.49,569.88,1282.94,2272.85,2985.90
06.03.2024 09:50,1805.81,1973.03,592.37,1306.45,2297.78,3011.86
06.03.2024 10:00,1832.75,1918.67,614.86,1329.96,2322.71,3037.81
06.03.2024 10:10,1829.14,1850.98,611.62,1326.98,2320.10,3035.47
06.03.2024 10:20,1825.54,1876.44,608.37,1324.00,2317.49,3033.13
06.03.2024 10:30,1821.93,1853.10,605.12,1321.03,2314.89,3030.79
06.03.2024 10:40,1818.33,1799.29,601.87,1318.05,2312.28,3028.45
06.03.2024 10:50,1814.72,1725.17,598.63,1315.07,2309.67,3026.11
06.03.2024 11:00,1811.12,1738.07,595.38,1312.09,2307.06,3023.77
06.03.2024 11:10,1806.97,1761.93,592.07,1309.24,2304.85,3022.01
06.03.2024 11:20,1802.82,1735.70,588.77,1306.39,2302.63,3020.25
06.03.2024 11:30,1798.66,1724.38,585.46,1303.54,2300.42,3018.50
06.03.2024 11:40,1794.51,1699.29,582.16,1300.69,2298.20,3016.74
06.03.2024 11:50,1790.36,1688.61,578.85,1297.84,2295.99,3014.98
06.03.2024 12:00,1786.21,1633.10,575.54,1294.99,2293.78,3013.22
06.03.2024 12:10,1781.71,1572.28,569.80,1289.40,2288.40,3008.01
06.03.2024 12:20,1777.21,1495.35,564.05,1283.82,2283.03,3002.80
06.03.2024 12:30,1772.70,1451.91,558.31,1278.23,2277.66,2997.58
06.03.2024 12:40,1768.20,1430.92,552.56,1272.64,2272.29,2992.37
06.03.2024 12:50,1763.70,1447.10,546.82,1267.05,2266.92,2987.15
06.03.2024 13:00,1759.20,1410.26,541.07,1261.46,2261.55,2981.94
06.03.2024 13:10,1774.33,1379.00,558.68,1279.27,2279.62,3000.21
06.03.2024 13:20,1789.47,1317.95,576.29,1297.07,2297.70,3018.48
06.03.2024 13:30,1804.61,1318.88,593.90,1314.87,2315.77,3036.74
06.03.2024 13:40,1819.74,1348.52,611.51,1332.68,2333.84,3055.01
06.03.2024 13:50,1834.88,1331.04,629.12,1350.48,2351.92,3073.28
06.03.2024 14:00,1850.01,1365.57,646.73,1368.29,2369.99,3091.54
06.03.2024 14:10,1847.92,1397.44,639.55,1361.74,2364.33,3086.52
06.03.2024 14:20,1845.82,1395.11,632.37,1355.20,2358.67,3081.50
06.03.2024 14:30,1843.73,1374.55,625.19,1348.65,2353.01,3076.48
06.03.2024 14:40,1841.63,1375.71,618.01,1342.11,2347.35,3071.46
06.03.2024 14:50,1839.53,1358.85,610.82,1335.57,2341.69,3066.43
06.03.2024 15:00,1837.44,1406.65,603.64,1329.02,2336.03,3061.41
06.03.2024 15:10,1830.84,1426.73,599.77,1324.90,2331.55,3056.68
06.03.2024 15:20,1824.25,1450.88,595.90,1320.77,2327.07,3051.94
06.03.2024 15:30,1817.65,1427.31,592.03,1316.64,2322.59,3047.21
06.03.2024 15:40,1811.06,1399.34,588.16,1312.52,2318.11,3042.47
06.03.2024 15:50,1804.47,1377.07,584.29,1308.39,2313.63,3037.74
06.03.2024 16:00,1797.87,1441.29,580.42,1304.27,2309.15,3033.00
06.03.2024 16:10,1800.47,1514.56,581.86,1305.33,2309.70,3033.17
06.03.2024 16:20,1803.07,1501.44,583.30,1306.40,2310.25,3033.35
06.03.2024 16:30,1805.67,1455.21,584.73,1307.46,2310.79,3033.52
06.03.2024 16:40,1808.27,1481.03,586.17,1308.52,2311.34,3033.69
06.03.2024 16:50,1810.87,1500.72,587.61,1309.59,2311.88,3033.86
06.03.2024 17:00,1813.47,1500.63,589.05,1310.65,2312.43,3034.03
06.03.2024 17:10,1785.33,1542.08,563.57,1284.10,2284.37,3004.90
06.03.2024 17:20,1757.18,1543.42,538.10,1257.54,2256.32,2975.76
06.03.2024 17:30,1729.04,1507.60,512.62,1230.99,2228.27,2946.63
06.03.2024 17:40,1700.89,1484.62,487.15,1204.44,2200.21,2917.50
06.03.2024 17:50,1672.75,1504.93,461.68,1177.88,2172.16,2888.36
06.03.2024 18:00,1644.61,1543.11,436.20,1151.33,2144.11,2859.23
06.03.2024 18:10,1625.67,1546.65,421.44,1134.86,2125.27,2838.69
06.03.2024 18:20,1606.74,,406.68,1118.39,2106.43,2818.14
06.03.2024 18:30,1587.81,,391.92,1101.92,2087.59,2797.59
06.03.2024 18:40,1568.88,,377.16,1085.45,2068.75,2777.05
06.03.2024 18:50,1549.95,,362.40,1068.99,2049.92,2756.50
06.03.2024 19:00,1531.01,,347.63,1052.52,2031.08,2735.96
06.03.2024 19:10,1509.72,,323.89,1028.63,2006.99,2711.72
06.03.2024 19:20,1488.42,,300.14,1004.73,1982.89,2687.49
06.03.2024 19:30,1467.12,,276.39,980.84,1958.80,2663.25
06.03.2024 19:40,1445.83,,252.65,956.95,1934.71,2639.02
06.03.2024 19:50,1424.53,,228.90,933.06,1910.62,2614.78
06.03.2024 20:00,1403.23,,205.15,909.17,1886.53,2590.55
06.03.2024 20:10,1424.21,,227.56,932.13,1910.27,2614.84
