tarih,tahmin,uretim,Q5,Q25,Q75,Q95
06.03.2024 20:20,1445.18,,249.96,955.09,1934.00,2639.14
06.03.2024 20:30,1466.15,,272.36,978.06,1957.74,2663.43
06.03.2024 20:40,1487.13,,294.77,1001.02,1981.48,2687.73
06.03.2024 20:50,1508.10,,317.17,1023.98,2005.22,2712.03
06.03.2024 21:00,1529.07,,339.57,1046.94,2028.95,2736.32
06.03.2024 21:10,1517.16,,324.98,1032.44,2014.57,2722.03
06.03.2024 21:20,1505.25,,310.39,1017.93,2000.19,2707.74
06.03.2024 21:30,1493.34,,295.79,1003.43,1985.81,2693.45
06.03.2024 21:40,1481.42,,281.20,988.92,1971.43,2679.16
06.03.2024 21:50,1469.51,,266.60,974.42,1957.05,2664.87
06.03.2024 22:00,1457.60,,252.01,959.91,1942.67,2650.58
06.03.2024 22:10,1422.54,,219.63,927.09,1909.22,2616.68
06.03.2024 22:20,1387.48,,187.26,894.27,1875.77,2582.78
06.03.2024 22:30,1352.42,,154.89,861.44,1842.32,2548.88
06.03.2024 22:40,1317.36,,122.51,828.62,1808.87,2514.98
06.03.2024 22:50,1282.30,,90.14,795.79,1775.42,2481.07
06.03.2024 23:00,1247.24,,57.76,762.97,1741.97,2447.17
06.03.2024 23:10,1257.02,,56.09,761.49,1740.77,2446.17
06.03.2024 23:20,1266.81,,54.41,760.01,1739.57,2445.17
06.03.2024 23:30,1276.60,,52.74,758.54,1738.37,2444.17
06.03.2024 23:40,1286.38,,51.07,757.06,1737.17,2443.17
06.03.2024 23:50,1296.17,,49.39,755.59,1735.97,2442.17
07.03.2024 00:00,1305.96,,47.72,754.11,1734.77,2441.16
07.03.2024 00:10,1258.18,,39.76,721.86,1701.83,2407.73
07.03.2024 00:20,1210.39,,31.81,689.61,1668.89,2374.29
07.03.2024 00:30,1162.61,,23.86,657.36,1635.95,2340.85
07.03.2024 00:40,1114.83,,15.91,625.11,1603.01,2307.42
07.03.2024 00:50,1067.05,,7.95,592.86,1570.07,2273.98
07.03.2024 01:00,1019.27,,0.00,560.61,1537.13,2240.55
07.03.2024 01:10,1032.11,,0.00,547.48,1523.59,2226.71
07.03.2024 01:20,1044.95,,0.00,534.34,1510.05,2212.87
07.03.2024 01:30,1057.79,,0.00,521.21,1496.50,2199.04
07.03.2024 01:40,1070.63,,0.00,508.07,1482.96,2185.20
07.03.2024 01:50,1083.47,,0.00,494.94,1469.42,2171.37
07.03.2024 02:00,1096.30,,0.00,481.80,1455.88,2157.53
07.03.2024 02:10,1072.01,,0.00,482.27,1456.47,2158.21
07.03.2024 02:20,1047.71,,0.00,482.73,1457.06,2158.89
07.03.2024 02:30,1023.42,,0.00,483.20,1457.65,2159.57
07.03.2024 02:40,999.12,,0.00,483.66,1458.24,2160.26
07.03.2024 02:50,974.82,,0.00,484.13,1458.83,2160.94
07.03.2024 03:00,950.53,,0.00,484.59,1459.42,2161.62
07.03.2024 03:10,956.37,,0.00,487.59,1463.51,2166.50
07.03.2024 03:20,962.21,,0.00,490.58,1467.60,2171.37
07.03.2024 03:30,968.04,,0.00,493.57,1471.69,2176.25
07.03.2024 03:40,973.88,,0.00,496.57,1475.78,2181.13
07.03.2024 03:50,979.72,,0.00,499.56,1479.87,2186.01
07.03.2024 04:00,985.56,,0.00,502.55,1483.95,2190.88
07.03.2024 04:10,972.78,,0.00,491.42,1471.76,2177.92
07.03.2024 04:20,960.00,,0.00,480.28,1459.56,2164.96
07.03.2024 04:30,947.22,,0.00,469.14,1447.36,2152.00
07.03.2024 04:40,934.44,,0.00,458.00,1435.17,2139.04
07.03.2024 04:50,921.66,,0.00,446.86,1422.97,2126.08
07.03.2024 05:00,908.88,,0.00,435.72,1410.77,2113.12
07.03.2024 05:10,899.48,,0.00,424.43,1399.21,2101.37
07.03.2024 05:20,890.07,,0.00,413.13,1387.65,2089.62
07.03.2024 05:30,880.66,,0.00,401.84,1376.09,2077.87
07.03.2024 05:40,871.25,,0.00,390.54,1364.53,2066.12
07.03.2024 05:50,861.85,,0.00,379.25,1352.97,2054.37
07.03.2024 06:00,852.44,,0.00,367.95,1341.41,2042.62
07.03.2024 06:10,840.27,,0.00,354.76,1327.90,2028.88
07.03.2024 06:20,828.11,,0.00,341.57,1314.39,2015.14
07.03.2024 06:30,815.94,,0.00,328.37,1300.88,2001.40
07.03.2024 06:40,803.77,,0.00,315.18,1287.36,1987.66
07.03.2024 06:50,791.60,,0.00,301.98,1273.85,1973.91
07.03.2024 07:00,779.44,,0.00,288.79,1260.34,1960.17
07.03.2024 07:10,776.90,,0.00,290.68,1261.73,1961.20
07.03.2024 07:20,774.37,,0.00,292.57,1263.12,1962.24
07.03.2024 07:30,771.83,,0.00,294.47,1264.52,1963.27
07.03.2024 07:40,769.29,,0.00,296.36,1265.91,1964.30
07.03.2024 07:50,766.76,,0.00,298.25,1267.30,1965.33
07.03.2024 08:00,764.22,,0.00,300.14,1268.69,1966.37
07.03.2024 08:10,750.15,,0.00,282.81,1250.74,1947.96
07.03.2024 08:20,736.07,,0.00,265.49,1232.79,1929.56
07.03.2024 08:30,721.99,,0.00,248.16,1214.84,1911.16
07.03.2024 08:40,707.92,,0.00,230.83,1196.88,1892.76
07.03.2024 08:50,693.84,,0.00,213.50,1178.93,1874.36
07.03.2024 09:00,679.76,,0.00,196.17,1160.98,1855.95
07.03.2024 09:10,676.97,,0.00,192.28,1157.36,1852.53
07.03.2024 09:20,674.18,,0.00,188.40,1153.75,1849.11
07.03.2024 09:30,671.38,,0.00,184.51,1150.13,1845.69
07.03.2024 09:40,668.59,,0.00,180.63,1146.51,1842.26
07.03.2024 09:50,665.79,,0.00,176.74,1142.90,1838.84
07.03.2024 10:00,663.00,,0.00,172.86,1139.28,1835.42
07.03.2024 10:10,666.99,,0.00,175.52,1141.82,1837.87
07.03.2024 10:20,670.98,,0.00,178.19,1144.36,1840.31
07.03.2024 10:30,674.97,,0.00,180.85,1146.89,1842.76
07.03.2024 10:40,678.97,,0.00,183.52,1149.43,1845.21
07.03.2024 10:50,682.96,,0.00,186.18,1151.97,1847.66
07.03.2024 11:00,686.95,,0.00,188.84,1154.51,1850.10
07.03.2024 11:10,691.41,,0.00,194.42,1160.09,1855.69
07.03.2024 11:20,695.86,,0.00,200.00,1165.68,1861.28
07.03.2024 11:30,700.32,,0.00,205.58,1171.26,1866.86
07.03.2024 11:40,704.78,,0.00,211.16,1176.84,1872.45
07.03.2024 11:50,709.23,,0.00,216.74,1182.43,1878.03
07.03.2024 12:00,713.69,,0.00,222.32,1188.01,1883.62
07.03.2024 12:10,719.94,,0.00,230.49,1196.52,1892.38
07.03.2024 12:20,726.18,,0.00,238.65,1205.04,1901.15
07.03.2024 12:30,732.42,,0.00,246.82,1213.55,1909.91
07.03.2024 12:40,738.67,,0.00,254.98,1222.07,1918.68
07.03.2024 12:50,744.91,,0.00,263.15,1230.58,1927.44
07.03.2024 13:00,751.16,,0.00,271.32,1239.09,1936.21
07.03.2024 13:10,765.44,,0.00,285.94,1254.16,1951.59
07.03.2024 13:20,779.73,,0.00,300.57,1269.23,1966.98
07.03.2024 13:30,794.02,,0.00,315.19,1284.29,1982.36
07.03.2024 13:40,808.31,,0.00,329.81,1299.36,1997.75
07.03.2024 13:50,822.60,,0.00,344.44,1314.43,2013.13
07.03.2024 14:00,836.88,,0.00,359.06,1329.49,2028.52
07.03.2024 14:10,846.29,,0.00,368.38,1339.52,2039.06
07.03.2024 14:20,855.69,,0.00,377.69,1349.55,2049.61
07.03.2024 14:30,865.09,,0.00,387.01,1359.59,2060.16
07.03.2024 14:40,874.49,,0.00,396.33,1369.62,2070.70
07.03.2024 14:50,883.89,,0.00,405.64,1379.65,2081.25
07.03.2024 15:00,893.30,,0.00,414.96,1389.68,2091.80
07.03.2024 15:10,909.33,,0.00,430.68,1406.00,2108.54
07.03.2024 15:20,925.37,,0.00,446.40,1422.31,2125.29
07.03.2024 15:30,941.41,,0.00,462.11,1438.63,2142.04
07.03.2024 15:40,957.44,,0.00,477.83,1454.94,2158.78
07.03.2024 15:50,973.48,,0.00,493.55,1471.26,2175.53
07.03.2024 16:00,989.51,,0.00,509.27,1487.58,2192.27
07.03.2024 16:10,1007.94,,0.00,526.45,1505.25,2210.31
07.03.2024 16:20,1026.37,,0.00,543.62,1522.92,2228.34
07.03.2024 16:30,1044.80,,0.00,560.79,1540.60,2246.37
07.03.2024 16:40,1063.23,,0.00,577.97,1558.27,2264.41
07.03.2024 16:50,1081.66,,0.00,595.14,1575.94,2282.44
07.03.2024 17:00,1100.08,,0.00,612.32,1593.62,2300.48
07.03.2024 17:10,1089.43,,0.00,602.94,1584.25,2291.11
07.03.2024 17:20,1078.77,,0.00,593.56,1574.88,2281.74
07.03.2024 17:30,1068.11,,0.00,584.19,1565.51,2272.38
07.03.2024 17:40,1057.46,,0.00,574.81,1556.14,2263.01
07.03.2024 17:50,1046.80,,0.00,565.43,1546.77,2253.65
07.03.2024 18:00,1036.15,,0.00,556.06,1537.40,2244.28
07.03.2024 18:10,1040.98,,0.00,562.58,1543.23,2249.62
07.03.2024 18:20,1045.81,,0.00,569.10,1549.06,2254.95
07.03.2024 18:30,1050.65,,0.00,575.61,1554.89,2260.29
07.03.2024 18:40,1055.48,,0.00,582.13,1560.72,2265.62
07.03.2024 18:50,1060.32,,0.00,588.65,1566.55,2270.96
07.03.2024 19:00,1065.15,,0.00,595.17,1572.38,2276.29
07.03.2024 19:10,1080.01,,0.00,608.23,1586.04,2290.39
07.03.2024 19:20,1094.87,,0.00,621.28,1599.70,2304.49
07.03.2024 19:30,1109.73,,0.00,634.34,1613.36,2318.58
07.03.2024 19:40,1124.59,,0.00,647.40,1627.02,2332.68
07.03.2024 19:50,1139.45,,0.00,660.45,1640.68,2346.77
07.03.2024 20:00,1154.31,,0.00,673.51,1654.34,2360.87
07.03.2024 20:10,1174.31,,13.78,693.26,1674.75,2381.74
07.03.2024 20:20,1194.31,,27.57,713.01,1695.15,2402.61
07.03.2024 20:30,1214.31,,41.35,732.77,1715.55,2423.48
07.03.2024 20:40,1234.31,,55.13,752.52,1735.96,2444.35
07.03.2024 20:50,1254.32,,68.91,772.28,1756.36,2465.22
07.03.2024 21:00,1274.32,,82.70,792.03,1776.76,2486.10
07.03.2024 21:10,1273.55,,80.08,790.06,1775.69,2485.67
07.03.2024 21:20,1272.78,,77.46,788.09,1774.62,2485.24
07.03.2024 21:30,1272.01,,74.84,786.11,1773.54,2484.81
07.03.2024 21:40,1271.25,,72.22,784.14,1772.47,2484.39
07.03.2024 21:50,1270.48,,69.60,782.17,1771.39,2483.96
07.03.2024 22:00,1269.71,,66.99,780.20,1770.32,2483.53
07.03.2024 22:10,1269.91,,62.82,776.14,1766.42,2479.74
07.03.2024 22:20,1270.10,,58.65,772.09,1762.52,2475.95
07.03.2024 22:30,1270.29,,54.48,768.03,1758.62,2472.16
07.03.2024 22:40,1270.48,,50.31,763.97,1754.72,2468.37
07.03.2024 22:50,1270.68,,46.15,759.92,1750.81,2464.58
07.03.2024 23:00,1270.87,,41.98,755.86,1746.91,2460.79
07.03.2024 23:10,1280.23,,54.40,768.41,1759.66,2473.68
07.03.2024 23:20,1289.60,,66.81,780.97,1772.40,2486.56
07.03.2024 23:30,1298.96,,79.23,793.52,1785.15,2499.44
07.03.2024 23:40,1308.33,,91.65,806.08,1797.89,2512.32
07.03.2024 23:50,1317.69,,104.07,818.63,1810.64,2525.20
08.03.2024 00:00,1327.06,,116.48,831.19,1823.38,2538.08
08.03.2024 00:10,1316.26,,106.29,821.00,1813.19,2527.90
08.03.2024 00:20,1305.46,,96.10,810.81,1803.01,2517.71
08.03.2024 00:30,1294.66,,85.91,800.62,1792.82,2507.53
08.03.2024 00:40,1283.86,,75.72,790.43,1782.63,2497.34
08.03.2024 00:50,1273.06,,65.52,780.24,1772.44,2487.16
08.03.2024 01:00,1262.26,,55.33,770.05,1762.26,2476.97
08.03.2024 01:10,1272.01,,63.09,778.27,1771.12,2486.29
08.03.2024 01:20,1281.75,,70.85,786.48,1779.98,2495.61
08.03.2024 01:30,1291.50,,78.60,794.70,1788.84,2504.94
08.03.2024 01:40,1301.25,,86.36,802.92,1797.70,2514.26
08.03.2024 01:50,1311.00,,94.12,811.14,1806.56,2523.58
08.03.2024 02:00,1320.75,,101.87,819.36,1815.42,2532.90
08.03.2024 02:10,1344.85,,129.56,847.61,1844.45,2562.50
08.03.2024 02:20,1368.96,,157.24,875.85,1873.48,2592.09
08.03.2024 02:30,1393.06,,184.92,904.10,1902.50,2621.68
08.03.2024 02:40,1417.17,,212.61,932.35,1931.53,2651.27
08.03.2024 02:50,1441.27,,240.29,960.59,1960.56,2680.87
08.03.2024 03:00,1465.38,,267.97,988.84,1989.59,2710.46
08.03.2024 03:10,1466.25,,266.93,987.72,1988.37,2709.16
08.03.2024 03:20,1467.12,,265.88,986.60,1987.15,2707.87
08.03.2024 03:30,1467.99,,264.84,985.48,1985.93,2706.57
08.03.2024 03:40,1468.86,,263.79,984.36,1984.70,2705.27
08.03.2024 03:50,1469.74,,262.75,983.24,1983.48,2703.98
08.03.2024 04:00,1470.61,,261.70,982.13,1982.26,2702.68
08.03.2024 04:10,1492.30,,284.84,1005.79,2006.64,2727.58
08.03.2024 04:20,1513.98,,307.99,1029.45,2031.02,2752.48
08.03.2024 04:30,1535.67,,331.13,1053.11,2055.40,2777.37
08.03.2024 04:40,1557.36,,354.27,1076.77,2079.78,2802.27
08.03.2024 04:50,1579.05,,377.42,1100.43,2104.16,2827.17
08.03.2024 05:00,1600.74,,400.56,1124.09,2128.53,2852.06
08.03.2024 05:10,1628.74,,428.05,1151.97,2156.96,2880.88
08.03.2024 05:20,1656.74,,455.53,1179.85,2185.38,2909.69
08.03.2024 05:30,1684.74,,483.02,1207.72,2213.80,2938.50
08.03.2024 05:40,1712.75,,510.51,1235.60,2242.22,2967.32
08.03.2024 05:50,1740.75,,538.00,1263.48,2270.64,2996.13
08.03.2024 06:00,1768.75,,565.48,1291.36,2299.07,3024.94
08.03.2024 06:10,1788.21,,580.45,1306.84,2315.26,3041.65
08.03.2024 06:20,1807.67,,595.42,1322.32,2331.45,3058.36
08.03.2024 06:30,1827.12,,610.39,1337.81,2347.65,3075.06
08.03.2024 06:40,1846.58,,625.36,1353.29,2363.84,3091.77
08.03.2024 06:50,1866.04,,640.33,1368.77,2380.03,3108.48
08.03.2024 07:00,1885.50,,655.29,1384.25,2396.23,3125.18
08.03.2024 07:10,1905.34,,675.32,1404.28,2416.27,3145.24
08.03.2024 07:20,1925.19,,695.34,1424.31,2436.32,3165.29
08.03.2024 07:30,1945.04,,715.36,1444.35,2456.37,3185.35
08.03.2024 07:40,1964.89,,735.38,1464.38,2476.41,3205.41
08.03.2024 07:50,1984.73,,755.40,1484.41,2496.46,3225.46
08.03.2024 08:00,2004.58,,775.43,1504.44,2516.50,3245.52
08.03.2024 08:10,2027.75,,794.81,1525.71,2540.38,3271.28
08.03.2024 08:20,2050.92,,814.20,1546.98,2564.26,3297.04
08.03.2024 08:30,2074.09,,833.59,1568.24,2588.14,3322.79
08.03.2024 08:40,2097.26,,852.97,1589.51,2612.02,3348.55
08.03.2024 08:50,2120.43,,872.36,1610.78,2635.89,3374.31
08.03.2024 09:00,2143.60,,891.75,1632.04,2659.77,3400.07
08.03.2024 09:10,2169.97,,912.66,1656.24,2688.53,3432.12
08.03.2024 09:20,2196.35,,933.57,1680.44,2717.30,3464.17
08.03.2024 09:30,2222.72,,954.48,1704.64,2746.06,3496.22
08.03.2024 09:40,2249.10,,975.39,1728.84,2774.83,3528.28
08.03.2024 09:50,2275.47,,996.30,1753.04,2803.59,3560.33
08.03.2024 10:00,2301.84,,1017.21,1777.24,2832.35,3592.38
08.03.2024 10:10,2326.66,,1033.58,1796.16,2854.81,3617.39
08.03.2024 10:20,2351.48,,1049.96,1815.08,2877.28,3642.40
08.03.2024 10:30,2376.29,,1066.33,1834.01,2899.74,3667.41
08.03.2024 10:40,2401.11,,1082.71,1852.93,2922.20,3692.42
08.03.2024 10:50,2425.92,,1099.08,1871.85,2944.66,3717.43
08.03.2024 11:00,2450.74,,1115.45,1890.78,2967.12,3742.44
08.03.2024 11:10,2472.93,,1138.45,1913.34,2989.10,3764.00
08.03.2024 11:20,2495.11,,1161.44,1935.91,3011.09,3785.56
08.03.2024 11:30,2517.30,,1184.43,1958.48,3033.07,3807.12
08.03.2024 11:40,2539.48,,1207.42,1981.05,3055.05,3828.68
08.03.2024 11:50,2561.67,,1230.41,2003.62,3077.03,3850.23
08.03.2024 12:00,2583.86,,1253.41,2026.19,3099.01,3871.79
08.03.2024 12:10,2597.72,,1269.65,2043.64,3118.12,3892.11
08.03.2024 12:20,2611.58,,1285.90,2061.09,3137.24,3912.42
08.03.2024 12:30,2625.45,,1302.15,2078.53,3156.35,3932.74
08.03.2024 12:40,2639.31,,1318.40,2095.98,3175.47,3953.05
08.03.2024 12:50,2653.17,,1334.65,2113.43,3194.58,3973.37
08.03.2024 13:00,2667.04,,1350.90,2130.88,3213.70,3993.68
08.03.2024 13:10,2703.83,,1383.16,2165.77,3252.22,4034.83
08.03.2024 13:20,2740.63,,1415.43,2200.65,3290.75,4075.97
08.03.2024 13:30,2777.42,,1447.70,2235.54,3329.27,4117.11
08.03.2024 13:40,2814.21,,1479.96,2270.43,3367.79,4158.26
08.03.2024 13:50,2851.01,,1512.23,2305.31,3406.32,4199.40
08.03.2024 14:00,2887.80,,1544.49,2340.20,3444.84,4240.54
08.03.2024 14:10,2926.55,,1569.22,2373.11,3489.12,4293.00
08.03.2024 14:20,2965.31,,1593.94,2406.02,3533.39,4345.46
08.03.2024 14:30,3004.06,,1618.67,2438.93,3577.66,4397.93
08.03.2024 14:40,3042.81,,1643.39,2471.84,3621.94,4450.39
08.03.2024 14:50,3081.57,,1668.11,2504.75,3666.21,4502.85
08.03.2024 15:00,3120.32,,1692.84,2537.66,3710.49,4555.31
08.03.2024 15:10,3165.43,,1720.53,2575.73,3762.99,4618.20
08.03.2024 15:20,3210.55,,1748.21,2613.81,3815.49,4681.09
08.03.2024 15:30,3255.66,,1775.90,2651.89,3867.99,4743.98
08.03.2024 15:40,3300.78,,1803.59,2689.97,3920.49,4806.87
08.03.2024 15:50,3345.89,,1831.28,2728.05,3972.99,4869.76
08.03.2024 16:00,3391.00,,1858.97,2766.13,4025.49,4932.65
08.03.2024 16:10,3419.82,,1870.34,2787.77,4061.40,4978.83
08.03.2024 16:20,3448.64,,1881.71,2809.41,4097.31,5025.02
08.03.2024 16:30,3477.46,,1893.08,2831.06,4133.22,5071.20
08.03.2024 16:40,3506.27,,1904.44,2852.70,4169.13,5117.39
08.03.2024 16:50,3535.09,,1915.81,2874.35,4205.04,5163.57
08.03.2024 17:00,3563.91,,1927.18,2895.99,4240.95,5209.76
08.03.2024 17:10,3555.87,,1924.36,2889.97,4230.50,5196.11
08.03.2024 17:20,3547.83,,1921.54,2883.96,4220.05,5182.47
08.03.2024 17:30,3539.78,,1918.72,2877.94,4209.60,5168.82
08.03.2024 17:40,3531.74,,1915.89,2871.93,4199.15,5155.18
08.03.2024 17:50,3523.70,,1913.07,2865.91,4188.70,5141.54
08.03.2024 18:00,3515.66,,1910.25,2859.90,4178.25,5127.89
08.03.2024 18:10,3456.22,,1887.38,2815.38,4103.69,5031.70
08.03.2024 18:20,3396.79,,1864.51,2770.87,4029.14,4935.50
08.03.2024 18:30,3337.35,,1841.64,2726.36,3954.58,4839.30
08.03.2024 18:40,3277.92,,1818.77,2681.85,3880.03,4743.11
08.03.2024 18:50,3218.48,,1795.90,2637.34,3805.47,4646.91
08.03.2024 19:00,3159.04,,1773.03,2592.83,3730.92,4550.72
08.03.2024 19:10,3150.61,,1757.64,2579.90,3721.40,4543.66
08.03.2024 19:20,3142.18,,1742.25,2566.97,3711.89,4536.60
08.03.2024 19:30,3133.75,,1726.87,2554.04,3702.37,4529.55
08.03.2024 19:40,3125.32,,1711.48,2541.11,3692.86,4522.49
08.03.2024 19:50,3116.88,,1696.09,2528.18,3683.34,4515.43
08.03.2024 20:00,3108.45,,1680.70,2515.25,3673.82,4508.38
08.03.2024 20:10,3110.21,,1687.75,2519.31,3673.73,4505.29
08.03.2024 20:20,3111.97,,1694.79,2523.36,3673.63,4502.20
08.03.2024 20:30,3113.74,,1701.84,2527.42,3673.53,4499.11
08.03.2024 20:40,3115.50,,1708.88,2531.47,3673.44,4496.03
08.03.2024 20:50,3117.26,,1715.93,2535.53,3673.34,4492.94
08.03.2024 21:00,3119.02,,1722.97,2539.58,3673.24,4489.85
08.03.2024 21:10,3086.30,,1699.59,2511.07,3637.61,4449.09
08.03.2024 21:20,3053.57,,1676.21,2482.56,3601.97,4408.32
08.03.2024 21:30,3020.84,,1652.83,2454.04,3566.34,4367.55
08.03.2024 21:40,2988.12,,1629.45,2425.53,3530.70,4326.79
08.03.2024 21:50,2955.39,,1606.06,2397.02,3495.07,4286.02
08.03.2024 22:00,2922.67,,1582.68,2368.50,3459.43,4245.26
08.03.2024 22:10,2899.23,,1560.99,2345.63,3434.92,4219.56
08.03.2024 22:20,2875.79,,1539.31,2322.76,3410.41,4193.86
08.03.2024 22:30,2852.35,,1517.62,2299.89,3385.89,4168.17
08.03.2024 22:40,2828.91,,1495.93,2277.02,3361.38,4142.47
08.03.2024 22:50,2805.47,,1474.25,2254.15,3336.87,4116.78
08.03.2024 23:00,2782.03,,1452.56,2231.28,3312.36,4091.08
08.03.2024 23:10,2782.03,,1444.01,2220.17,3297.69,4073.85
08.03.2024 23:20,2782.03,,1435.46,2209.06,3283.02,4056.62
08.03.2024 23:30,2782.03,,1426.92,2197.95,3268.35,4039.39
08.03.2024 23:40,2782.03,,1418.37,2186.84,3253.68,4022.16
08.03.2024 23:50,2782.03,,1409.82,2175.73,3239.02,4004.93
